Id,Label
Q96DP5,Protein
O60500,Protein
Q16630,Protein
Q96FN4,Protein
Q14669,Protein
Q96LA6,Protein
P55103,Protein
P61923,Protein
Q6IE38,Protein
P03956,Protein
O43193,Protein
Q03924,Protein
Q9HAS3,Protein
P24347,Protein
Q9Y3R0,Protein
Q8NGC6,Protein
P13861,Protein
Q6ZN08,Protein
P16333,Protein
Q9H1N7,Protein
P51665,Protein
Q9NRJ3,Protein
P04921,Protein
Q9NPA3,Protein
P0DP58,Protein
Q9ULJ3,Protein
Q99687,Protein
Q86VZ2,Protein
P21781,Protein
Q9UBF9,Protein
P28223,Protein
Q01955,Protein
O43676,Protein
Q9P0L9,Protein
Q6PEV8,Protein
Q9Y4G6,Protein
Q13568,Protein
Q5VYY1,Protein
Q9UHV2,Protein
A6NL46,Protein
Q6IFH4,Protein
O43167,Protein
Q5J5C9,Protein
Q7Z2Z2,Protein
P20674,Protein
P56937,Protein
P13674,Protein
Q9UH17,Protein
A8MWP4,Protein
P35556,Protein
Q9NSD9,Protein
Q9Y2Q9,Protein
P98173,Protein
Q9Y676,Protein
Q9ULI3,Protein
Q8TBR7,Protein
P51801,Protein
P57723,Protein
Q6P1N0,Protein
Q6UW01,Protein
Q9UJH8,Protein
A0A0A0MT87,Protein
Q9GZM6,Protein
Q14457,Protein
Q16549,Protein
Q3LI70,Protein
P24311,Protein
Q8N5Z5,Protein
P0DPH8,Protein
Q38SD2,Protein
Q9UGH3,Protein
Q5SWX8,Protein
Q8NGB8,Protein
P27487,Protein
P42025,Protein
Q9NUX5,Protein
Q8NCM2,Protein
Q92622,Protein
Q86X45,Protein
P48067,Protein
P35270,Protein
Q9BTP7,Protein
Q9HCI5,Protein
A0A539,Protein
Q9BYS1,Protein
Q96EK7,Protein
Q8N3J3,Protein
Q8IUZ5,Protein
Q96GX1,Protein
Q8IX19,Protein
Q8N3Z3,Protein
Q8TBE1,Protein
Q9Y5J1,Protein
P47813,Protein
Q13415,Protein
O94776,Protein
Q96KC8,Protein
Q5JSL3,Protein
P54619,Protein
Q92685,Protein
Q8N1G0,Protein
P20810,Protein
P60900,Protein
Q9HD87,Protein
Q9UL12,Protein
A6NGY1,Protein
Q53RD9,Protein
Q96HW7,Protein
Q14994,Protein
A0A0B4J249,Protein
Q9UHA3,Protein
O15431,Protein
P0CG32,Protein
P37837,Protein
Q30KQ5,Protein
P55773,Protein
P26371,Protein
Q969X0,Protein
Q7L1W4,Protein
P0C0P6,Protein
Q12866,Protein
A1A5C7,Protein
P32119,Protein
P18440,Protein
P05026,Protein
Q495Z4,Protein
O95758,Protein
Q96K37,Protein
Q8NA03,Protein
Q7Z5L9,Protein
P29373,Protein
Q9Y597,Protein
Q5T681,Protein
A0A0A0MS05,Protein
Q9NY57,Protein
Q96KN8,Protein
Q2M1K9,Protein
A0A5F9ZH02,Protein
Q8NGX3,Protein
Q8TE23,Protein
Q9NTK1,Protein
P11117,Protein
Q9H3N8,Protein
Q6IPU0,Protein
Q9NQH7,Protein
Q9H467,Protein
O00562,Protein
Q96H55,Protein
Q71UI9,Protein
P19784,Protein
P35346,Protein
Q9HAT2,Protein
P43320,Protein
Q12860,Protein
Q6P1R4,Protein
Q9UHQ7,Protein
Q5JQF7,Protein
Q92565,Protein
Q687X5,Protein
Q15286,Protein
A0A1B0GVG4,Protein
P09326,Protein
Q9Y6N5,Protein
Q9UHD0,Protein
Q8NGJ7,Protein
O95347,Protein
Q96MF4,Protein
P31276,Protein
Q86WT1,Protein
Q9NUD7,Protein
Q6UWU4,Protein
P24844,Protein
P19440,Protein
Q9BZG2,Protein
Q9NQE7,Protein
Q6L9W6,Protein
O43414,Protein
Q9NS75,Protein
Q8N6C5,Protein
P15515,Protein
P30740,Protein
P06133,Protein
O75525,Protein
F8W0I5,Protein
Q6XYQ8,Protein
O75460,Protein
Q9BZ95,Protein
Q96RJ3,Protein
A8K0R7,Protein
O75564,Protein
Q96DX5,Protein
Q9H1Z9,Protein
Q8NB16,Protein
Q9Y284,Protein
P0DP02,Protein
Q9Y397,Protein
P03891,Protein
Q8IZC6,Protein
Q15935,Protein
Q96G01,Protein
P00747,Protein
O14521,Protein
Q12805,Protein
Q6PJ61,Protein
Q96N77,Protein
Q9BQ52,Protein
P0DTE2,Protein
Q9C030,Protein
Q9ULM2,Protein
Q8NGG8,Protein
Q13618,Protein
Q8WYA0,Protein
Q3V5L5,Protein
Q04864,Protein
Q8TAX7,Protein
Q14435,Protein
Q96DZ7,Protein
O75764,Protein
Q8NEV9,Protein
P03952,Protein
Q5SWL7,Protein
Q92522,Protein
Q4KMZ8,Protein
O00468,Protein
Q5T7M4,Protein
Q9BYM8,Protein
Q9UQ80,Protein
Q659A1,Protein
Q05329,Protein
P25105,Protein
P49639,Protein
P55884,Protein
P62333,Protein
P48060,Protein
Q8NEA6,Protein
Q6Q788,Protein
O75445,Protein
Q8NDX6,Protein
Q68DY9,Protein
O15145,Protein
Q9HCC9,Protein
P51157,Protein
O60551,Protein
P08581,Protein
P40394,Protein
Q9Y581,Protein
Q05639,Protein
Q8N543,Protein
Q8NFA0,Protein
P22087,Protein
Q15077,Protein
P0C7V9,Protein
O96002,Protein
Q8IVH2,Protein
Q9BYD6,Protein
A0A087X1G2,Protein
Q76L83,Protein
Q96C57,Protein
Q8NEQ5,Protein
Q9NP81,Protein
Q8NCV1,Protein
A1YPR0,Protein
Q9BTV7,Protein
Q96LU5,Protein
P15586,Protein
A8MTJ3,Protein
Q96Q42,Protein
P40198,Protein
Q12829,Protein
Q6ZUI0,Protein
Q15334,Protein
Q8NFT8,Protein
Q9ULC3,Protein
Q92832,Protein
O00398,Protein
O60359,Protein
Q96PE7,Protein
Q6F5E8,Protein
Q9BZ29,Protein
Q9BQT9,Protein
P16284,Protein
Q86WH2,Protein
Q5QJ38,Protein
P0CB38,Protein
Q86TE4,Protein
Q587J8,Protein
O76050,Protein
Q3KNS6,Protein
Q8NCA9,Protein
P07195,Protein
Q7L1T6,Protein
A6NJQ4,Protein
P39687,Protein
Q8WV92,Protein
Q5T5P2,Protein
A6NNJ1,Protein
Q13885,Protein
P13284,Protein
Q9NUS5,Protein
Q96LZ2,Protein
A8MYZ6,Protein
Q8TCT8,Protein
Q9H3K2,Protein
P69849,Protein
Q2M3C6,Protein
Q9BZ97,Protein
Q13061,Protein
Q00341,Protein
Q9Y4H4,Protein
Q9Y277,Protein
P20800,Protein
O76027,Protein
P17031,Protein
Q8IW40,Protein
P36873,Protein
P09693,Protein
P50150,Protein
Q9NRW7,Protein
Q9NRM2,Protein
Q8IY47,Protein
Q8N9A8,Protein
P50750,Protein
Q8NC74,Protein
A1X283,Protein
Q15075,Protein
P13805,Protein
P60022,Protein
P49356,Protein
Q86U70,Protein
Q86TL2,Protein
P21918,Protein
P49721,Protein
P02654,Protein
O00322,Protein
P56555,Protein
Q15269,Protein
Q14588,Protein
P47775,Protein
O14669,Protein
O60447,Protein
Q9BU23,Protein
P58549,Protein
Q9BZE1,Protein
Q9H3J6,Protein
Q9H013,Protein
O75167,Protein
Q14642,Protein
O14610,Protein
Q5QGT7,Protein
Q8NG84,Protein
Q9Y6X9,Protein
Q6P1A2,Protein
Q5VZY2,Protein
Q30KR1,Protein
Q2M2I5,Protein
P0DJG4,Protein
A0A075B6K5,Protein
P48052,Protein
Q9UPQ9,Protein
A6NM03,Protein
Q99527,Protein
Q93008,Protein
Q8TAL5,Protein
A2RRP1,Protein
Q2KHN1,Protein
Q96N58,Protein
Q9BUH6,Protein
Q15760,Protein
P10147,Protein
Q8N413,Protein
P35237,Protein
Q9NY93,Protein
Q8WUT4,Protein
O60487,Protein
Q9UHC6,Protein
P04003,Protein
A0AVF1,Protein
P13598,Protein
Q7Z5H4,Protein
P20591,Protein
Q7Z3Z3,Protein
O43182,Protein
Q01668,Protein
Q06889,Protein
Q86YZ3,Protein
Q5T7P8,Protein
Q9Y5G1,Protein
H7BZ55,Protein
Q9UF02,Protein
Q92633,Protein
Q9NRZ7,Protein
O96006,Protein
Q07890,Protein
P0DKV0,Protein
O94900,Protein
Q9HB31,Protein
Q9UHA4,Protein
Q9Y3V2,Protein
Q6UXR6,Protein
Q9NU02,Protein
Q96IS3,Protein
Q9XRX5,Protein
Q96D98,Protein
P02489,Protein
Q6P2I3,Protein
A0A1W2PRV1,Protein
Q9BWW4,Protein
Q8NHS1,Protein
Q5T5C0,Protein
Q8WTT2,Protein
Q8TBJ5,Protein
Q52M75,Protein
Q13686,Protein
Q14525,Protein
O43164,Protein
Q86VW2,Protein
P68106,Protein
P31947,Protein
Q9UKF6,Protein
Q96MG8,Protein
P12074,Protein
Q8NAC3,Protein
Q14679,Protein
Q6UW88,Protein
Q96AQ7,Protein
P08572,Protein
Q9NZC9,Protein
A6NMT0,Protein
Q5T1A1,Protein
Q8N1S5,Protein
P42830,Protein
Q8TBR4,Protein
Q5SR56,Protein
Q8WUU5,Protein
Q8TAP6,Protein
Q8NFY4,Protein
Q99727,Protein
O14795,Protein
Q8TDV5,Protein
Q99623,Protein
A6QL64,Protein
Q96JM3,Protein
Q96BH1,Protein
Q96DC9,Protein
P02708,Protein
Q9Y283,Protein
Q9NVH0,Protein
P19387,Protein
A0A0K2S4Q6,Protein
Q15034,Protein
P33681,Protein
Q96GS6,Protein
P35443,Protein
P49720,Protein
P13686,Protein
Q92673,Protein
Q9UK13,Protein
Q969X6,Protein
P16499,Protein
Q92187,Protein
Q6UXV3,Protein
Q9H9S0,Protein
Q96RU8,Protein
Q5TA77,Protein
Q9BPW9,Protein
Q03701,Protein
Q96B26,Protein
Q71RG6,Protein
O15213,Protein
Q8N5S9,Protein
P35590,Protein
Q8TDW7,Protein
Q6IPR1,Protein
Q86XH1,Protein
Q9H7R5,Protein
P51946,Protein
P23919,Protein
Q14117,Protein
Q7Z2K6,Protein
P05186,Protein
Q03135,Protein
Q9BTN0,Protein
Q8N3X1,Protein
A8MXU0,Protein
P15104,Protein
Q9Y2G7,Protein
P0C7W9,Protein
P58215,Protein
Q4G0N4,Protein
A4IF30,Protein
P82980,Protein
Q6X4T0,Protein
Q7Z4Y8,Protein
Q06643,Protein
P36578,Protein
A0FGR9,Protein
Q96PV4,Protein
Q05923,Protein
Q12852,Protein
O00238,Protein
P29376,Protein
Q96N67,Protein
Q9Y241,Protein
Q13451,Protein
Q9UF56,Protein
O43825,Protein
A6NDH6,Protein
P49441,Protein
Q96P88,Protein
P04035,Protein
P39060,Protein
Q8WY91,Protein
P18509,Protein
O00635,Protein
Q9UI33,Protein
P27658,Protein
O15018,Protein
Q68CQ4,Protein
P55273,Protein
Q6ZQN7,Protein
P63252,Protein
P14222,Protein
A0A024RBG1,Protein
Q9BZ71,Protein
P98194,Protein
P01569,Protein
Q6NVV1,Protein
P35251,Protein
Q99795,Protein
P42658,Protein
Q96P47,Protein
Q96E52,Protein
A0A494BZU4,Protein
O15116,Protein
A6NCS4,Protein
Q96E14,Protein
Q01130,Protein
Q96QI5,Protein
Q7L8C5,Protein
Q86VI1,Protein
Q96FL8,Protein
Q9NS71,Protein
Q8TCE9,Protein
Q9H1M3,Protein
P22897,Protein
Q6XCG6,Protein
Q6ZUX7,Protein
Q9BZ76,Protein
Q9GZN2,Protein
P42166,Protein
Q8NGI6,Protein
Q9NPF5,Protein
Q06033,Protein
Q96NS1,Protein
Q9Y328,Protein
O60238,Protein
Q6H9L7,Protein
P01229,Protein
P41968,Protein
Q7L5D6,Protein
P40227,Protein
Q9NXH3,Protein
Q9HAD4,Protein
Q8NH18,Protein
Q9NQX6,Protein
Q6P050,Protein
Q9NPH6,Protein
Q8NGI0,Protein
Q9Y2G9,Protein
Q5T764,Protein
A0A1B0GVG6,Protein
Q8NGQ3,Protein
P03999,Protein
O96024,Protein
P35612,Protein
Q9HCG8,Protein
Q14940,Protein
P04217,Protein
A0A0A0MS06,Protein
Q3LHN1,Protein
O15014,Protein
Q96J66,Protein
Q9H7T0,Protein
P39086,Protein
Q12983,Protein
Q8NGY6,Protein
P01303,Protein
P40818,Protein
Q92570,Protein
A6NC62,Protein
A0A087WV62,Protein
P56282,Protein
O75335,Protein
P17844,Protein
Q9Y5G9,Protein
O75127,Protein
P30291,Protein
Q96DM3,Protein
Q9P258,Protein
O14966,Protein
Q9NWB6,Protein
Q9NRG7,Protein
Q9H7E2,Protein
P42677,Protein
Q9HCZ1,Protein
Q3ZCU0,Protein
Q9NZJ0,Protein
Q70CQ4,Protein
Q6ZR85,Protein
Q9P2J5,Protein
Q9BRP9,Protein
Q6N022,Protein
P14923,Protein
O00584,Protein
Q96CC6,Protein
Q8NBU5,Protein
A0A578,Protein
O60894,Protein
A4D1B5,Protein
Q8N488,Protein
Q9ULK4,Protein
Q9P2K1,Protein
Q5TGI4,Protein
O95453,Protein
O94907,Protein
Q96FC9,Protein
Q9NRR4,Protein
Q9UN66,Protein
Q5TA82,Protein
P17900,Protein
Q92599,Protein
Q9BQQ7,Protein
Q8WVB6,Protein
Q9NSA2,Protein
Q99697,Protein
F2Z3F1,Protein
Q8TAF5,Protein
P55265,Protein
Q8NB14,Protein
Q16534,Protein
Q9Y2W2,Protein
P16455,Protein
P19419,Protein
Q9BYG4,Protein
Q969J2,Protein
O43261,Protein
Q8NG31,Protein
Q9Y3A3,Protein
Q5JPB2,Protein
Q5T6J7,Protein
Q9BZ67,Protein
Q9Y2V2,Protein
O14520,Protein
Q9H3R5,Protein
Q96CT2,Protein
O76003,Protein
P58513,Protein
Q9BQD1,Protein
P11473,Protein
Q92979,Protein
Q8NBF2,Protein
P40855,Protein
P17019,Protein
D6RA61,Protein
P55010,Protein
P03901,Protein
Q8NH54,Protein
A8MXQ7,Protein
Q63HK5,Protein
C9JC47,Protein
P60033,Protein
Q9UJ72,Protein
Q9P2G3,Protein
Q8N0U4,Protein
P09471,Protein
Q5SW24,Protein
Q58FF8,Protein
P61218,Protein
Q9ULK5,Protein
Q8NFJ8,Protein
P51991,Protein
O15234,Protein
Q6ZV65,Protein
Q9Y3T6,Protein
Q8N9M1,Protein
O14773,Protein
Q8IX03,Protein
Q9Y312,Protein
Q93070,Protein
O60403,Protein
Q2NL68,Protein
Q9NRA2,Protein
Q9BY78,Protein
Q8WWR9,Protein
P23443,Protein
Q9UF33,Protein
P08173,Protein
O14639,Protein
A0A0C4DH27,Protein
Q8WXQ3,Protein
Q9P0U4,Protein
A0A0A6YYC5,Protein
Q8NGL9,Protein
P57796,Protein
Q9NUJ1,Protein
P09211,Protein
Q86WR7,Protein
Q86X40,Protein
Q9UKM7,Protein
Q9H0C2,Protein
Q9NQI0,Protein
P42694,Protein
Q96M53,Protein
P63125,Protein
O75563,Protein
O60341,Protein
Q9UDX3,Protein
Q9UPV0,Protein
O00400,Protein
Q8IXM3,Protein
P57737,Protein
Q13608,Protein
Q14119,Protein
A0A0G2JMD5,Protein
Q8IZS6,Protein
P12525,Protein
Q30201,Protein
Q8TBZ5,Protein
Q9Y2V3,Protein
A6NET4,Protein
Q96NC0,Protein
Q7RTU9,Protein
Q9NS67,Protein
Q93050,Protein
B7ZW38,Protein
Q9C0G6,Protein
Q9HAH7,Protein
Q5VT98,Protein
Q15040,Protein
Q9UKU9,Protein
Q96T54,Protein
Q96CP6,Protein
P78552,Protein
Q13367,Protein
P0DJD8,Protein
Q5MJ10,Protein
A0A087WUL8,Protein
P12270,Protein
P84022,Protein
Q8N9X3,Protein
Q8N878,Protein
Q8N394,Protein
Q9BSJ8,Protein
Q9NS87,Protein
Q13956,Protein
Q9NUP7,Protein
Q8N2C9,Protein
Q13617,Protein
Q6UX40,Protein
P46020,Protein
Q9BX79,Protein
Q14129,Protein
Q969F0,Protein
Q86UA6,Protein
O75879,Protein
Q9UI40,Protein
Q8IWU4,Protein
P98066,Protein
Q4G0U5,Protein
Q99801,Protein
O60524,Protein
Q92956,Protein
Q9UHD1,Protein
Q9C002,Protein
P23771,Protein
P54725,Protein
P35499,Protein
Q8WWX8,Protein
Q6XLA1,Protein
Q6ZS02,Protein
Q9H6A9,Protein
O43736,Protein
Q8IYS4,Protein
O00231,Protein
Q8NFR7,Protein
Q68G74,Protein
Q3MIP1,Protein
A6NML5,Protein
Q96GM1,Protein
P48634,Protein
Q7Z4N2,Protein
Q9H8X2,Protein
Q8N4E7,Protein
Q6QHK4,Protein
Q9HC56,Protein
Q1L5Z9,Protein
Q9Y566,Protein
Q9C0B0,Protein
Q5JXC2,Protein
Q99607,Protein
P31152,Protein
Q96KD3,Protein
Q6UX34,Protein
P46063,Protein
B4E2M5,Protein
Q9UIY3,Protein
Q9C0C7,Protein
Q8N3J5,Protein
Q9H324,Protein
Q969S8,Protein
P46939,Protein
Q9H379,Protein
Q2VPB7,Protein
P0CE72,Protein
P35321,Protein
A0A1B0GU29,Protein
Q7Z6W7,Protein
P52597,Protein
Q86Y07,Protein
Q9ULT0,Protein
P12319,Protein
Q6P047,Protein
P78563,Protein
O60225,Protein
Q96N06,Protein
Q8N2H4,Protein
O00442,Protein
Q9UKA1,Protein
Q92556,Protein
Q9Y5H8,Protein
Q30KQ6,Protein
Q9NUQ7,Protein
Q9Y258,Protein
P0DKL9,Protein
Q9Y256,Protein
Q9NQR1,Protein
Q9Y2B9,Protein
Q02127,Protein
P42357,Protein
P17538,Protein
Q8NCK3,Protein
P16118,Protein
Q6ZSK4,Protein
Q9NYU2,Protein
Q6ZMT4,Protein
P52737,Protein
Q13522,Protein
Q5T280,Protein
Q96NY8,Protein
A0A0G2JMI3,Protein
P01743,Protein
Q8TE49,Protein
P62753,Protein
Q8IWZ8,Protein
P51532,Protein
Q9NQZ6,Protein
Q96NG3,Protein
A6NIJ5,Protein
O15537,Protein
P57730,Protein
Q9Y2E5,Protein
Q330K2,Protein
Q9UI43,Protein
Q8TEQ0,Protein
Q8IZ63,Protein
Q8TC36,Protein
Q9H9P5,Protein
Q8IZ73,Protein
Q9HBR0,Protein
Q6UY27,Protein
Q96QR1,Protein
Q9NRY5,Protein
P09960,Protein
O14672,Protein
Q96PJ5,Protein
P0DKB5,Protein
P31944,Protein
Q9P0L2,Protein
Q96A35,Protein
O76036,Protein
P12872,Protein
Q96A99,Protein
Q53FZ2,Protein
P10243,Protein
Q16644,Protein
Q7Z3J2,Protein
Q9UPZ9,Protein
O14530,Protein
P0DPF3,Protein
O95427,Protein
Q96EP9,Protein
Q9H9H4,Protein
Q9UHV5,Protein
Q9NXB9,Protein
P52738,Protein
Q15049,Protein
Q9NTJ5,Protein
P12429,Protein
Q8WWC4,Protein
Q9BSW2,Protein
P04066,Protein
Q8TAD8,Protein
Q5JVX7,Protein
P00533,Protein
Q9C010,Protein
Q8TBG9,Protein
Q12766,Protein
P50553,Protein
Q9H2B2,Protein
P0C7I6,Protein
Q9P2B7,Protein
P60008,Protein
Q9UC06,Protein
Q96L96,Protein
Q9Y5F9,Protein
Q6NVV7,Protein
P48742,Protein
P01714,Protein
P78423,Protein
Q58A44,Protein
O43829,Protein
Q02818,Protein
Q8N8J6,Protein
Q7Z4B0,Protein
Q9ULF5,Protein
A0A1B0GX78,Protein
P0DKX4,Protein
P11172,Protein
P98196,Protein
Q14686,Protein
A0A2R8Y619,Protein
Q96PD5,Protein
Q12901,Protein
P35754,Protein
O00410,Protein
O15391,Protein
O75896,Protein
P01767,Protein
Q9UJW2,Protein
O00626,Protein
Q9P0N5,Protein
O43187,Protein
P62308,Protein
O60911,Protein
Q8WXE9,Protein
O95206,Protein
A0JNW5,Protein
Q9Y6J9,Protein
Q8TBC5,Protein
P02771,Protein
O95498,Protein
A6NIE9,Protein
Q6T4P5,Protein
Q96JL9,Protein
Q9H7P6,Protein
P43234,Protein
O00253,Protein
Q9HB58,Protein
K9M1U5,Protein
Q66K79,Protein
Q99865,Protein
O15525,Protein
Q13401,Protein
Q92540,Protein
P0DJD4,Protein
Q96EP0,Protein
P63130,Protein
P22413,Protein
Q86VP1,Protein
Q9BUU2,Protein
Q4G0G5,Protein
Q6ZMI0,Protein
Q14032,Protein
Q9NPG3,Protein
P48061,Protein
Q9BZE3,Protein
Q9BQ90,Protein
Q6B8I1,Protein
P21580,Protein
P32243,Protein
Q14204,Protein
Q14055,Protein
Q6UW32,Protein
A2A3L6,Protein
Q8ND90,Protein
Q9UKB3,Protein
Q9H607,Protein
Q9H095,Protein
Q9H2W2,Protein
Q6ZVD8,Protein
Q6A163,Protein
A8MQT2,Protein
Q9NQC7,Protein
A3KN83,Protein
Q9BRA0,Protein
Q01629,Protein
O43739,Protein
P03372,Protein
P13994,Protein
Q9UHP3,Protein
Q6Y7W6,Protein
Q9NWA0,Protein
Q9UJL9,Protein
Q96ER3,Protein
Q8NHQ9,Protein
Q9H4B4,Protein
Q96LT9,Protein
Q8N7Q3,Protein
P25067,Protein
Q13797,Protein
Q495Y8,Protein
A8MU10,Protein
Q06455,Protein
O96033,Protein
Q96C90,Protein
Q5VZP5,Protein
O95157,Protein
P11234,Protein
Q99616,Protein
Q9BZJ0,Protein
Q63HK3,Protein
Q6ZP80,Protein
P60673,Protein
Q8N841,Protein
Q8TCD5,Protein
Q9BT43,Protein
Q96MV8,Protein
Q8NB78,Protein
Q96PH6,Protein
P41235,Protein
P51843,Protein
P35625,Protein
Q2M1V0,Protein
O14603,Protein
Q15669,Protein
Q5H9S7,Protein
Q15649,Protein
O00488,Protein
Q96JZ2,Protein
Q96ED9,Protein
Q16563,Protein
P52701,Protein
Q5T3Y7,Protein
Q9UNW1,Protein
Q5JRC9,Protein
Q9HBH7,Protein
O75334,Protein
Q9BQ87,Protein
Q9H9V9,Protein
Q9Y3N9,Protein
Q9BZS9,Protein
Q9NP86,Protein
Q9NTM9,Protein
P38432,Protein
Q9H489,Protein
Q3B7J2,Protein
Q9NY33,Protein
O60294,Protein
Q96MA6,Protein
P0C879,Protein
Q9BYC9,Protein
Q14197,Protein
Q9HC84,Protein
A0JP26,Protein
Q5T2D3,Protein
P09661,Protein
Q9BQK8,Protein
Q96CP2,Protein
Q9NPA1,Protein
O95202,Protein
O94911,Protein
P16070,Protein
Q3BBV0,Protein
O15240,Protein
P01833,Protein
Q9Y5I1,Protein
Q9UJW8,Protein
Q8IV36,Protein
Q6IA69,Protein
O75382,Protein
P35241,Protein
Q6ZSR6,Protein
Q92502,Protein
P22460,Protein
Q86TL0,Protein
O60669,Protein
Q8IY26,Protein
Q6IS14,Protein
P81408,Protein
Q86WA6,Protein
Q92519,Protein
Q86XX4,Protein
Q8TA94,Protein
A0A1B0GUJ8,Protein
Q9HBA9,Protein
Q8N7F7,Protein
Q5T442,Protein
Q9NUD5,Protein
Q9UGP4,Protein
Q9NXL2,Protein
Q9H3Q1,Protein
Q86UQ8,Protein
Q16655,Protein
Q9BRJ9,Protein
A0A0B4J241,Protein
A7E2U8,Protein
Q6WCQ1,Protein
Q9HCH3,Protein
Q9Y580,Protein
A8MTI9,Protein
P42773,Protein
Q71F23,Protein
Q96CX3,Protein
P54760,Protein
Q8NEM7,Protein
Q9NYR8,Protein
P14618,Protein
A0A286YF01,Protein
Q96P11,Protein
Q3Y452,Protein
Q8IZ41,Protein
P01138,Protein
P35228,Protein
P46781,Protein
Q9Y215,Protein
Q96D46,Protein
Q8NH85,Protein
Q86YR6,Protein
Q08188,Protein
P61326,Protein
P48553,Protein
O43679,Protein
Q96MZ4,Protein
Q8N7W2,Protein
Q9BXD5,Protein
Q9NT22,Protein
Q9NX24,Protein
Q8HWS3,Protein
P41162,Protein
P04440,Protein
O95251,Protein
Q9BVI0,Protein
Q9NR80,Protein
Q9H741,Protein
P23142,Protein
P59666,Protein
O00214,Protein
Q4G0F5,Protein
Q8N9N5,Protein
P0CW24,Protein
Q8NCC5,Protein
A6NEH6,Protein
P0C5K7,Protein
Q9NUV9,Protein
O14508,Protein
A0A1W2PR19,Protein
P0DMC3,Protein
Q6NUR6,Protein
P56975,Protein
Q9NXA8,Protein
Q9BQ50,Protein
Q969E3,Protein
P58173,Protein
Q8IYD2,Protein
Q8N8V4,Protein
P16442,Protein
Q7L1S5,Protein
Q9H2L4,Protein
Q08ER8,Protein
A6NCS6,Protein
Q9NXI6,Protein
Q13368,Protein
O95190,Protein
Q8NH53,Protein
Q68D51,Protein
Q9BYD1,Protein
Q76M96,Protein
Q15121,Protein
P07099,Protein
Q8NGS5,Protein
A7E2F4,Protein
Q8NEG4,Protein
Q8N1E2,Protein
Q8N695,Protein
A0A286YFG1,Protein
Q8NBV8,Protein
P54792,Protein
Q9BSG1,Protein
Q9Y3D3,Protein
P24539,Protein
Q14934,Protein
Q86XM0,Protein
Q96RT8,Protein
Q86SG4,Protein
Q9UBG0,Protein
P08514,Protein
Q96LA5,Protein
Q93100,Protein
P07108,Protein
Q8TEU7,Protein
Q6ZRF7,Protein
Q9Y5Z7,Protein
O15484,Protein
Q9BTX3,Protein
Q86XA9,Protein
O96028,Protein
Q9BRG2,Protein
P12830,Protein
Q96N22,Protein
P23527,Protein
Q8NH21,Protein
Q96S95,Protein
P24278,Protein
Q8WWY8,Protein
Q96JN0,Protein
O75528,Protein
Q9HBM0,Protein
Q9BXL7,Protein
P28325,Protein
O43653,Protein
P11464,Protein
Q9GZM5,Protein
P50461,Protein
Q68DL7,Protein
O15344,Protein
Q9NUG4,Protein
P25440,Protein
Q99489,Protein
Q8N370,Protein
Q9Y6T7,Protein
P39656,Protein
O75170,Protein
O15270,Protein
Q9Y247,Protein
Q15417,Protein
A8MTZ7,Protein
A6NGD5,Protein
P46937,Protein
Q8N4W9,Protein
Q6P2H3,Protein
P30281,Protein
Q9Y5Y3,Protein
A0A0B4J1U7,Protein
Q8TC57,Protein
Q96EK6,Protein
Q9NZ94,Protein
P01876,Protein
A6NNZ2,Protein
Q9UF11,Protein
O43291,Protein
Q9UNQ2,Protein
O43815,Protein
A6NIK2,Protein
Q96CW1,Protein
P46459,Protein
Q8NH72,Protein
O95081,Protein
P01042,Protein
Q6UXN2,Protein
P13500,Protein
A0A0B4J268,Protein
P09341,Protein
P43355,Protein
P49190,Protein
Q14493,Protein
Q8NFU3,Protein
Q4KMG9,Protein
Q8IYE1,Protein
P0DP04,Protein
Q6RVD6,Protein
Q9H1V8,Protein
A0A0U1RQI7,Protein
Q13530,Protein
Q08493,Protein
Q9H596,Protein
Q9Y3E2,Protein
Q8WZ92,Protein
Q9P0U3,Protein
Q9Y2H2,Protein
P62993,Protein
Q5SXH7,Protein
Q9UHR4,Protein
P83110,Protein
Q8N8D7,Protein
Q13285,Protein
Q9GZT9,Protein
P59910,Protein
Q9NRZ9,Protein
P60328,Protein
Q14330,Protein
A6NLE4,Protein
Q8IXW5,Protein
O00515,Protein
Q9UGU0,Protein
Q96AZ1,Protein
Q969N4,Protein
P23469,Protein
Q14574,Protein
Q8N8D9,Protein
Q969G2,Protein
Q5VZ18,Protein
P0C7X2,Protein
Q15717,Protein
O14786,Protein
Q9ULJ7,Protein
O15520,Protein
A0A0K0K1C4,Protein
Q8NH06,Protein
Q9UII5,Protein
P0DUD2,Protein
Q99748,Protein
P61572,Protein
P02787,Protein
Q9Y2L9,Protein
Q9H246,Protein
Q15782,Protein
Q9H1C4,Protein
Q86UX7,Protein
P19022,Protein
F2Z3M2,Protein
Q8N326,Protein
Q86UP8,Protein
Q9HCE7,Protein
A6NDX5,Protein
P01834,Protein
Q9NWT8,Protein
Q8N126,Protein
Q9UGP5,Protein
Q5TGY1,Protein
Q8WYR4,Protein
Q9UP79,Protein
A2RUU4,Protein
Q969M7,Protein
Q9UBQ6,Protein
Q13049,Protein
O15397,Protein
P0DMU7,Protein
Q6ZUT4,Protein
Q9P2S5,Protein
Q8TCH9,Protein
Q5TGY3,Protein
Q9Y303,Protein
Q8NHY0,Protein
P25024,Protein
O75106,Protein
Q9UPY6,Protein
Q96AQ8,Protein
Q96EC8,Protein
